0,2
0,4
0,247
0,274
0,355
0,641
1,18
1,297
2,262
2,367
3,23
3,67
3,380
3,453
3,995
4,261
4,481
4,641
4,743
5,6
5,13
5,26
5,32
5,34
5,39
5,50
5,69
5,88
5,103
5,105
5,112
5,142
5,162
5,222
5,293
5,314
5,340
5,362
5,453
5,529
5,586
5,632
5,641
5,665
5,779
5,843
7,641
8,10
8,232
8,296
8,330
8,453
8,552
8,642
8,739
9,449
10,208
11,145
11,428
11,658
11,684
11,745
12,263
12,641
12,741
16,512
16,557
17,316
18,32
18,38
18,49
18,207
18,304
18,451
18,578
18,615
19,164
19,221
19,508
19,519
19,528
19,951
19,981
20,52
20,223
20,641
20,920
21,641
22,514
23,98
23,125
23,128
23,204
23,270
23,554
23,651
24,57
24,78
24,133
24,453
24,744
24,784
24,854
25,361
25,385
25,394
25,398
25,516
25,640
25,804
26,33
26,35
26,43
26,50
26,52
26,69
26,72
26,79
26,85
26,96
26,117
26,125
26,137
26,139
26,179
26,185
26,203
26,215
26,244
26,266
26,471
26,517
26,677
26,741
26,748
26,771
26,772
26,829
26,919
26,978
27,225
30,32
30,34
30,35
30,93
30,118
30,157
30,158
30,173
30,178
30,188
30,243
30,255
30,278
30,306
30,360
30,387
30,415
30,501
30,548
30,579
30,603
30,620
30,632
30,636
30,641
30,710
30,758
30,763
30,768
30,773
30,791
30,801
30,826
30,828
30,925
30,947
31,223
32,68
32,70
32,101
32,159
32,169
32,178
32,179
32,228
32,268
32,364
32,381
32,413
32,528
32,536
32,853
32,875
32,876
32,912
33,46
33,61
33,65
33,80
33,145
33,165
33,168
33,193
33,302
33,305
33,325
33,386
33,403
33,754
33,935
35,46
35,59
35,67
35,89
35,121
35,147
35,165
35,205
35,212
35,219
35,226
35,312
35,406
35,546
35,693
35,706
35,719
35,797
35,798
35,948
38,310
39,45
39,46
39,52
39,69
39,784
39,862
40,61
40,453
40,523
40,913
41,59
41,69
41,87
41,108
41,125
41,132
41,135
41,154
41,156
41,214
41,223
41,252
41,259
41,277
41,297
41,301
41,307
41,452
41,488
41,507
41,568
41,594
41,620
41,642
41,647
41,746
41,919
41,941
41,942
42,198
42,207
42,285
42,551
42,641
43,111
43,131
43,178
43,289
43,623
44,77
44,81
44,145
44,221
44,244
44,279
44,303
44,362
44,394
44,510
44,573
44,587
44,634
44,833
44,841
45,575
46,58
46,60
46,82
46,83
46,89
46,143
46,170
46,198
46,223
46,245
46,274
46,288
46,304
46,317
46,336
46,343
46,384
46,519
46,527
46,651
46,656
46,687
46,696
46,716
46,798
46,882
46,944
46,970
46,978
46,995
47,279
47,850
50,75
50,118
50,273
50,459
50,502
50,641
50,719
52,62
52,74
52,100
52,108
52,153
52,173
52,189
52,203
52,204
52,246
52,380
52,416
52,584
52,702
52,724
52,739
52,767
52,905
52,997
53,114
53,641
53,711
56,448
58,239
58,429
58,494
59,81
59,119
59,127
59,145
59,161
59,178
59,286
59,313
59,314
59,327
59,330
59,353
59,363
59,372
59,410
59,413
59,505
59,615
59,655
59,690
59,926
59,976
60,620
61,71
61,289
61,408
61,414
61,641
61,765
63,68
63,102
63,170
63,228
63,252
63,260
63,314
63,429
63,595
63,641
65,165
65,248
65,466
65,520
65,543
65,580
65,641
65,786
65,799
66,103
66,274
66,579
66,653
66,939
67,239
68,74
68,103
68,159
68,204
68,386
68,494
68,503
68,642
68,737
69,74
69,82
69,164
69,218
69,221
69,232
69,282
69,311
69,326
69,335
69,403
69,451
69,525
69,586
69,618
69,677
69,684
69,848
69,863
69,889
69,999
70,283
70,512
70,887
72,89
72,359
72,586
72,671
74,80
74,122
74,225
74,262
74,361
74,550
74,590
74,641
74,677
74,731
74,780
74,801
74,881
74,885
74,945
74,955
75,89
75,97
75,104
75,116
75,118
75,127
75,178
75,216
75,258
75,325
75,386
75,581
75,596
75,672
75,679
75,731
75,795
75,893
75,945
75,949
77,327
77,641
77,840
77,895
79,195
79,295
79,464
80,83
80,111
80,123
80,125
80,202
80,215
80,246
80,252
80,284
80,338
80,360
80,409
80,419
80,458
80,470
80,488
80,519
80,531
80,623
80,662
80,711
80,770
80,845
80,900
80,921
80,947
81,87
81,131
81,147
81,249
81,271
81,291
81,374
81,455
81,474
81,480
81,493
81,532
81,549
81,560
81,580
81,631
81,644
81,658
81,693
81,716
81,769
81,871
81,895
81,918
82,141
82,163
82,164
82,274
82,367
82,462
82,522
82,529
82,544
82,723
82,942
82,989
83,105
83,114
83,140
83,141
83,142
83,165
83,173
83,193
83,254
83,268
83,269
83,273
83,281
83,357
83,358
83,389
83,392
83,396
83,402
83,438
83,469
83,472
83,478
83,488
83,517
83,618
83,634
83,747
83,780
83,799
83,816
83,821
83,845
83,863
84,106
85,171
85,264
85,273
85,611
85,842
85,954
87,521
88,209
88,366
88,409
88,454
89,96
89,132
89,147
89,171
89,246
89,249
89,261
89,272
89,294
89,330
89,352
89,433
89,469
89,501
89,514
89,524
89,527
89,540
89,553
89,594
89,597
89,630
89,641
89,694
89,712
89,782
89,833
89,846
89,902
89,953
89,991
91,433
91,533
91,557
91,716
93,504
94,276
95,179
95,184
95,348
95,355
95,478
95,598
96,418
98,100
98,303
100,140
100,144
100,169
100,177
100,245
100,285
100,309
100,314
100,329
100,331
100,349
100,350
100,355
100,405
100,485
100,502
100,550
100,628
100,637
100,816
100,857
100,979
101,286
101,347
101,504
101,644
101,724
103,117
103,297
103,459
103,513
103,543
103,561
103,848
103,885
104,130
105,119
105,122
105,203
105,228
105,237
105,239
105,241
105,254
105,269
105,305
105,331
105,388
105,395
105,418
105,442
105,487
105,531
105,548
