4,135
4,36
19,4
4,173
158,4
183,4
132,37
120,2
15,4
2,27
138,4
4,5
78,4
4,142
103,4
201,4
107,108
29,37
226,4
45,2
4,73
4,125
197,4
121,4
40,4
4,42
2,64
4,185
4,94
10,9
4,199
29,114
9,20
12,7
36,4
4,237
150,4
83,234
124,4
217,216
4,17
4,154
4,63
130,4
4,160
70,4
4,69
95,4
193,4
218,4
209,208
4,212
25,4
2,137
4,242
50,4
4,24
189,4
4,129
200,4
4,175
21,4
4,76
114,29
108,107
4,181
4,106
171,4
4,211
4,249
184,2
3,4
4,136
142,4
105,104
167,4
2,45
91,4
4,150
33,32
4,75
4,188
207,2
4,81
4,218
29,206
62,4
4,127
4,224
185,4
4,14
210,4
17,4
4,157
42,4
4,50
4,187
181,4
192,4
4,88
2,120
4,193
222,29
24,4
4,245
163,4
96,97
205,204
188,4
4,19
176,2
4,57
4,162
4,71
7,58
4,200
37,38
159,4
2,109
4,214
247,4
137,2
4,26
54,4
4,131
79,4
177,4
22,23
4,169
4,78
119,2
4,183
4,84
65,66
4,221
173,4
2,184
100,29
4,138
5,4
29,7
16,4
4,47
117,29
4,144
155,4
4,53
93,4
180,4
4,190
243,4
29,117
216,217
4,121
4,226
83,233
75,4
2,179
28,29
214,4
82,83
97,96
4,159
208,209
4,60
4,165
46,4
71,4
169,4
4,195
194,4
13,2
4,247
26,4
9,196
165,4
4,59
4,172
29,222
85,4
172,4
83,82
28,9
4,141
114,134
143,4
67,4
99,100
4,171
92,4
4,72
101,102
4,177
9,10
231,4
4,223
151,152
48,49
4,124
63,4
161,4
186,4
4,3
126,4
4,41
86,87
249,4
7,12
4,146
18,4
4,55
34,35
238,239
157,4
38,37
81,4
4,93
168,4
106,4
4,198
4,123
245,4
4,236
77,4
4,16
88,4
4,153
227,4
4,62
4,167
4,68
2,116
135,4
59,4
4,98
84,4
198,4
223,4
4,241
2,1
30,4
4,31
4,128
55,4
153,4
4,174
4,67
4,180
235,83
241,4
4,210
149,4
206,207
73,4
160,4
4,248
98,4
4,6
229,203
4,143
237,4
248,4
4,44
4,149
131,4
4,74
69,4
156,4
80,4
4,80
4,126
4,231
51,4
2,13
76,4
190,4
64,2
4,43
215,4
4,156
116,2
4,186
47,4
4,95
145,4
4,192
112,113
196,9
110,4
29,28
4,18
87,86
141,4
4,155
104,105
4,56
239,238
7,29
4,161
4,70
240,4
9,28
89,90
4,213
61,4
29,100
72,4
4,243
211,4
236,4
4,25
4,130
43,4
4,168
178,2
68,4
2,244
4,77
182,4
4,182
4,220
202,203
14,4
66,65
39,4
27,2
162,4
212,4
127,4
204,205
4,46
225,4
20,9
2,207
4,52
4,189
133,4
57,4
144,4
4,219
49,48
221,4
4,225
37,29
222,27
37,132
2,178
117,118
4,15
2,11
53,4
27,49
140,4
4,21
7,8
4,158
4,51
4,164
228,4
114,230
4,194
170,2
4,103
60,4
4,232
174,4
199,4
123,4
152,151
6,4
114,45
4,133
129,4
154,4
4,163
94,4
147,148
108,111
4,201
4,110
242,4
4,215
136,4
74,4
213,4
4,140
224,4
102,101
206,29
32,33
4,79
56,4
4,85
195,4
220,4
4,115
4,228
52,4
4,139
111,108
166,4
4,40
115,4
4,145
4,54
4,191
4,92
4,197
11,2
146,4
4,122
4,227
1,2
2,176
2,170
41,4
100,99
128,4
4,61
4,166
4,91
2,119
4,240
187,4
125,4
49,27
4,30
