326,4
4,135
4,614
4,264
351,4
526,4
4,751
4,36
19,4
434,100
449,4
4,173
148,391
4,278
474,4
610,2
649,4
158,4
4,415
253,410
183,4
614,4
4,316
281,4
4,531
132,37
4,421
4,644
306,4
737,4
4,346
553,29
120,2
4,451
15,4
4,255
445,4
2,27
369,4
4,352
645,4
4,489
138,4
100,713
656,4
4,5
78,4
498,312
4,712
4,142
594,4
103,4
4,621
277,4
4,503
4,726
201,4
392,391
733,4
107,108
29,37
226,4
744,4
4,285
45,2
4,73
4,390
427,4
365,4
452,4
4,315
376,4
565,4
4,428
652,4
4,643
576,4
151,748
4,321
561,335
4,125
4,458
197,4
284,4
4,681
715,4
121,4
398,4
4,367
112,669
4,590
254,253
4,464
423,4
111,267
4,695
4,373
372,4
547,4
4,596
100,734
40,4
4,733
4,42
486,4
111,534
572,4
239,589
511,4
686,4
4,260
711,4
2,64
4,185
635,4
4,290
318,4
612,2
4,513
4,94
10,9
4,427
343,4
518,4
4,199
524,553
29,114
4,650
9,20
12,7
36,4
4,433
466,4
641,4
4,656
4,237
150,4
111,587
702,703
4,342
460,203
666,4
4,565
606,4
83,234
4,479
273,4
631,4
694,628
124,4
4,380
4,595
4,485
217,216
403,49
4,17
4,708
754,4
4,154
437,4
573,2
4,633
4,259
448,4
4,738
4,63
130,4
4,160
648,4
70,4
4,297
4,520
4,69
95,4
269,4
4,402
193,4
280,4
2,567
4,311
725,4
218,4
4,440
736,4
587,111
209,208
4,212
419,4
4,671
2,593
2,728
4,349
4,572
4,454
25,4
2,137
368,4
4,242
557,4
644,4
50,4
4,379
568,4
4,492
507,4
4,24
189,4
276,4
4,129
200,4
4,608
4,266
390,4
4,651
4,745
415,4
4,175
339,4
597,104
4,272
21,4
4,76
114,29
4,759
108,107
4,181
478,4
564,4
4,318
100,542
4,541
4,106
4,423
171,4
4,646
4,211
4,324
589,239
4,571
4,461
310,4
4,684
4,249
184,2
4,354
734,100
3,4
4,577
433,4
4,491
111,268
535,4
4,714
458,4
4,136
142,4
105,104
4,623
4,497
658,4
4,720
167,4
111,523
2,45
91,4
4,150
623,4
33,32
543,544
4,75
721,4
4,188
746,4
207,2
255,4
4,293
429,4
4,516
4,81
4,430
353,4
440,4
4,653
4,218
386,4
378,4
4,323
640,4
29,206
62,4
4,127
4,436
578,4
100,395
4,224
4,683
261,4
4,361
185,4
272,4
4,466
629,418
4,14
210,4
4,375
334,335
29,2
4,504
349,4
436,4
17,4
360,4
4,157
549,4
4,636
42,4
560,4
4,741
4,50
83,263
4,399
4,187
181,4
4,300
699,4
4,515
192,4
4,88
2,120
4,405
114,414
4,193
724,4
407,4
331,4
4,435
100,434
329,328
4,658
531,4
222,29
24,4
4,336
83,558
262,2
4,473
556,4
4,696
4,245
495,4
670,4
163,4
4,382
96,97
4,605
205,204
188,4
4,487
689,690
4,19
695,4
735,253
302,4
313,312
176,2
4,635
4,269
327,4
739,740
758,4
4,57
251,4
425,4
527,4
4,162
757,49
450,4
9,716
586,2
4,522
4,71
524,111
650,4
7,58
4,200
37,38
159,4
590,4
4,305
567,2
4,528
615,4
4,442
2,109
4,665
4,214
2,559
267,111
4,351
627,628
4,574
738,4
4,448
247,4
256,257
421,4
4,252
4,679
345,4
137,2
4,357
471,253
4,580
370,4
4,494
545,4
593,2
4,26
54,4
4,131
79,4
509,4
4,500
177,4
4,747
111,524
709,4
22,23
4,169
633,4
720,4
4,753
4,78
119,2
4,183
428,4
352,4
4,84
551,253
552,4
65,66
4,221
4,640
491,4
4,326
4,549
173,4
260,4
4,463
4,686
4,251
691,4
4,364
122,4
335,338
4,579
399,4
2,184
4,469
4,692
323,4
2,634
100,29
4,138
5,4
29,7
348,4
4,617
16,4
462,4
4,47
548,4
4,722
117,29
253,735
4,144
487,4
662,4
4,631
155,4
4,281
4,53
4,386
93,4
180,4
611,4
4,190
687,4
588,2
4,295
636,4
4,518
4,424
319,4
4,655
243,4
29,117
104,597
216,217
4,333
465,2
4,556
4,121
4,438
442,4
4,661
4,226
382,4
396,151
642,4
4,363
582,4
83,233
75,4
2,179
4,476
559,2
28,29
607,4
4,691
4,369
705,4
4,592
214,4
4,506
82,83
730,4
97,96
4,159
4,638
337,4
424,4
208,209
391,148
4,743
4,60
4,393
362,4
537,4
4,165
46,4
4,302
562,4
71,4
4,525
4,407
501,4
169,4
4,195
701,4
4,308
194,4
625,4
712,4
4,445
13,2
333,4
410,253
420,4
418,417
344,4
4,475
674,673
4,247
2,470
533,4
26,4
9,196
4,376
396,29
2,588
335,334
4,607
4,481
483,4
4,704
165,4
683,4
4,271
621,4
708,4
4,59
632,4
4,172
315,4
2,355
4,277
340,4
515,4
4,756
454,4
4,307
29,222
479,4
4,530
4,420
654,4
4,667
282,2
679,4
85,4
172,4
4,345
603,4
4,568
286,4
4,450
311,4
2,583
83,82
4,359
742,4
4,582
4,488
396,397
4,719
28,9
4,141
374,4
114,134
4,620
4,502
143,4
574,4
4,725
67,4
99,100
4,171
389,29
497,4
599,4
92,4
4,284
266,4
697,4
4,72
101,102
4,755
4,177
9,10
231,4
4,314
405,4
9,510
4,419
416,4
4,642
4,223
151,152
354,4
529,4
4,320
48,49
4,124
4,457
4,680
63,4
29,553
493,4
4,366
161,4
748,151
4,698
693,4
117,575
186,4
4,3
617,4
704,4
126,4
4,372
2,347
387,4
114,330
4,509
325,4
4,41
86,87
249,4
336,4
7,12
4,146
412,413
525,4
4,625
18,4
4,283
536,4
4,55
34,35
238,239
475,4
157,4
500,4
4,289
675,4
38,37
81,4
4,93
168,4
4,426
4,512
4,649
106,4
4,198
551,111
624,4
700,4
307,4
176,253
4,123
4,432
2,151
245,4
4,236
332,4
4,663
4,341
446,4
532,4
539,540
4,478
4,564
4,701
646,4
312,499
4,371
671,4
4,594
77,4
4,484
595,4
4,731
4,16
88,4
620,4
4,153
4,632
303,4
4,258
227,4
4,62
401,4
4,737
759,4
409,253
4,167
252,4
426,4
4,296
366,4
4,527
4,68
4,401
2,116
456,288
418,629
135,4
263,83
566,4
59,4
4,310
489,4
4,533
4,98
4,447
84,4
591,4
258,4
4,670
198,4
4,348
714,4
4,563
223,4
4,453
4,676
4,241
2,1
321,4
408,4
4,378
2,586
4,601
346,4
4,483
521,4
151,396
30,4
4,31
4,706
100,707
2,612
553,524
4,128
55,4
208,626
485,4
4,615
4,265
153,4
496,4
4,744
685,4
4,174
609,4
696,4
752,97
4,279
4,758
4,67
4,408
253,409
317,4
4,180
404,4
235,83
241,4
4,317
517,4
4,422
528,4
4,645
4,210
467,4
